Department,SaleDate,Amount,Quantity,ItemCode,ItemDescription,Salesperson
Books,2023-04-14,266.7,8,D004,Novel,Michael
Books,2020-12-29,665.13,3,B002,T-shirt,Michael
Clothing,2020-08-05,132.67,8,K011,Headphones,Emily
Clothing,2022-05-18,639.93,8,B002,T-shirt,Michael
Clothing,2021-08-16,839.09,7,K011,Headphones,Emily
Electronics,2021-09-01,647.36,10,D004,Novel,Michael
Clothing,2023-02-23,331.03,6,N014,Art Book,Andrew
Electronics,2023-03-31,499.33,9,K011,Headphones,Daniel
Books,2022-12-23,609.41,10,B002,T-shirt,Daniel
Electronics,2020-11-16,305.33,9,G007,Jeans,Michael
Clothing,2021-12-15,486.76,10,G007,Jeans,Alex
Toys,2023-01-03,483.34,3,J010,Board Game,Daniel
Clothing,2021-10-03,762.1,3,C003,Refrigerator,David
Home Appliances,2021-02-25,783.09,9,E005,Action Figure,Emily
Electronics,2021-12-14,824.73,4,J010,Board Game,Michael
Books,2020-07-16,386.65,9,G007,Jeans,Emily
Books,2022-10-28,140.43,7,F006,Laptop,Daniel
Books,2021-09-13,561.97,9,H008,Microwave,Emily
Toys,2022-07-19,802.76,3,H008,Microwave,Daniel
Books,2022-07-29,262.79,9,J010,Board Game,Daniel
Books,2023-03-23,972.95,2,D004,Novel,Daniel
Clothing,2020-07-22,510.58,3,O015,Puzzle,David
Home Appliances,2021-01-17,606.27,4,O015,Puzzle,John
Toys,2020-11-01,460.71,5,B002,T-shirt,Alex
Clothing,2020-07-05,382.69,10,B002,T-shirt,Sarah
Electronics,2022-05-22,296.14,2,N014,Art Book,Jane
Toys,2021-01-17,201.45,5,K011,Headphones,Olivia
Home Appliances,2021-02-05,487.68,6,O015,Puzzle,Michael
Books,2021-06-15,700.1,4,L012,Dress,Andrew
Toys,2021-11-06,942.18,4,D004,Novel,Jane
Clothing,2022-03-17,947.37,3,L012,Dress,John
Electronics,2023-02-16,943.33,8,F006,Laptop,John
Clothing,2022-05-18,469.41,8,D004,Novel,Michael
Toys,2021-07-04,372.94,10,C003,Refrigerator,Emily
Toys,2020-08-16,857.68,2,K011,Headphones,Emily
Home Appliances,2023-04-27,889.58,7,B002,T-shirt,Alex
Clothing,2021-06-03,927.16,3,G007,Jeans,Sarah
Clothing,2022-04-29,256.62,3,F006,Laptop,John
Toys,2022-01-16,572.46,7,N014,Art Book,Olivia
Clothing,2020-09-20,362.94,2,B002,T-shirt,Daniel
Toys,2021-03-02,394.41,4,D004,Novel,John
Clothing,2020-08-01,719.62,5,F006,Laptop,Alex
Home Appliances,2020-06-05,634.3,7,J010,Board Game,Michael
Toys,2022-03-16,352.93,6,K011,Headphones,Sarah
Home Appliances,2022-10-12,612.29,7,C003,Refrigerator,Daniel
Home Appliances,2021-09-30,533.34,4,K011,Headphones,Andrew
Home Appliances,2022-10-05,101.56,7,L012,Dress,Olivia
Toys,2021-12-21,336.38,2,M013,Vacuum Cleaner,Michael
Books,2021-06-13,294.89,5,A001,Smartphone,Jane
Home Appliances,2022-05-01,207.84,4,M013,Vacuum Cleaner,Jane
Clothing,2020-12-02,637.88,5,N014,Art Book,Michael
Home Appliances,2021-12-07,165.53,8,I009,Cookbook,Jane
Home Appliances,2023-04-30,200.27,2,L012,Dress,Andrew
Toys,2020-07-13,895.97,10,H008,Microwave,David
Home Appliances,2020-11-24,400.24,1,A001,Smartphone,Sarah
Clothing,2021-12-05,721.23,4,A001,Smartphone,Emily
Clothing,2020-09-12,660.47,2,D004,Novel,Michael
Home Appliances,2022-11-03,359.12,7,M013,Vacuum Cleaner,David
Books,2023-01-22,941.34,4,J010,Board Game,Sarah
Electronics,2020-06-02,130.02,8,J010,Board Game,Emily
Toys,2022-12-31,212.73,3,B002,T-shirt,Sarah
Home Appliances,2020-12-25,301.23,8,K011,Headphones,Andrew
Home Appliances,2022-06-04,975.84,2,N014,Art Book,David
Toys,2021-04-21,101.65,10,K011,Headphones,Sarah
Clothing,2021-05-23,281.62,9,H008,Microwave,Andrew
Electronics,2023-04-13,779.76,10,O015,Puzzle,Daniel
Clothing,2020-08-05,265.46,4,E005,Action Figure,John
Clothing,2022-04-03,938.59,5,F006,Laptop,Daniel
Home Appliances,2021-02-07,402.07,5,M013,Vacuum Cleaner,Alex
Books,2020-12-20,938.84,2,D004,Novel,Michael
Electronics,2022-03-14,877.48,9,F006,Laptop,Sarah
Toys,2020-08-18,888.33,4,C003,Refrigerator,Andrew
Books,2020-10-23,726.39,4,M013,Vacuum Cleaner,Alex
Home Appliances,2021-05-15,807.93,2,L012,Dress,Olivia
Electronics,2022-03-01,208.19,10,B002,T-shirt,Jane
Home Appliances,2022-11-13,501.14,3,L012,Dress,Sarah
Electronics,2021-06-30,320.75,3,F006,Laptop,Alex
Clothing,2023-04-16,764.99,5,M013,Vacuum Cleaner,Jane
Clothing,2023-05-22,893.47,3,J010,Board Game,Emily
Electronics,2022-09-12,254.95,5,B002,T-shirt,John
Home Appliances,2021-10-22,996.54,7,O015,Puzzle,Alex
Clothing,2020-11-15,979.06,5,J010,Board Game,Daniel
Electronics,2023-03-02,224.25,5,L012,Dress,John
Home Appliances,2022-01-08,374.01,5,C003,Refrigerator,Jane
Clothing,2021-11-12,576.09,1,N014,Art Book,David
Home Appliances,2021-07-28,190.87,8,G007,Jeans,Jane
Toys,2022-09-19,243.7,8,L012,Dress,Olivia
Electronics,2022-12-11,904.22,5,D004,Novel,Sarah
Clothing,2020-07-20,574.63,3,A001,Smartphone,Alex
Clothing,2022-07-03,735.55,9,G007,Jeans,Alex
Home Appliances,2020-10-04,856.23,4,I009,Cookbook,David
Toys,2023-02-18,538.82,8,B002,T-shirt,Alex
Books,2020-09-09,341.91,9,M013,Vacuum Cleaner,John
Books,2021-10-17,976.33,10,B002,T-shirt,Andrew
Electronics,2023-03-05,497.44,8,J010,Board Game,Andrew
Toys,2023-05-18,143.14,1,A001,Smartphone,Alex
Books,2023-03-03,780.31,8,L012,Dress,Alex
Electronics,2023-01-12,382.75,6,N014,Art Book,Jane
Electronics,2021-06-28,842.4,4,H008,Microwave,John
Toys,2022-02-12,575.48,7,N014,Art Book,David
Clothing,2023-03-15,662.85,5,H008,Microwave,David
Home Appliances,2022-05-12,150.75,4,F006,Laptop,Emily
Books,2021-12-30,907.19,4,F006,Laptop,David
Books,2022-11-05,182.58,8,D004,Novel,Sarah
Home Appliances,2020-07-29,854.24,9,L012,Dress,Daniel
Electronics,2021-07-08,455.11,2,G007,Jeans,Michael
Electronics,2021-03-02,617.94,3,N014,Art Book,Emily
Electronics,2021-08-20,584.19,4,A001,Smartphone,Daniel
Electronics,2023-02-24,312.67,10,F006,Laptop,David
Books,2022-03-22,644.76,3,J010,Board Game,Olivia
Books,2023-04-29,420.91,4,M013,Vacuum Cleaner,John
Electronics,2023-01-16,685.61,9,G007,Jeans,John
Clothing,2023-02-25,268.86,9,I009,Cookbook,Andrew
Books,2021-12-31,336.4,8,K011,Headphones,Olivia
Electronics,2021-03-20,646.78,5,C003,Refrigerator,John
Books,2020-09-17,304.43,8,I009,Cookbook,Michael
Electronics,2022-09-25,903.7,5,C003,Refrigerator,David
Electronics,2022-08-03,247.47,8,N014,Art Book,Alex
Books,2021-06-27,566.79,2,G007,Jeans,Alex
Home Appliances,2021-07-18,281.22,5,I009,Cookbook,Andrew
Books,2021-05-22,630.64,9,D004,Novel,Daniel
Toys,2020-08-02,536.36,4,A001,Smartphone,Olivia
Electronics,2021-11-27,385.68,7,L012,Dress,Alex
Clothing,2023-03-06,791.66,2,D004,Novel,Sarah
Home Appliances,2021-05-21,884.19,10,H008,Microwave,John
Electronics,2022-01-28,583.95,7,I009,Cookbook,Olivia
Clothing,2021-01-05,705.58,8,N014,Art Book,Michael
Books,2020-06-18,262.16,3,A001,Smartphone,Jane
Home Appliances,2022-09-30,580.86,4,K011,Headphones,Olivia
Home Appliances,2023-05-16,586.64,4,K011,Headphones,David
Books,2022-03-27,876.58,1,E005,Action Figure,Emily
Toys,2023-04-20,213.23,9,C003,Refrigerator,Jane
Clothing,2021-08-25,896.02,8,G007,Jeans,Sarah
Toys,2023-03-14,857.79,1,G007,Jeans,Jane
Books,2021-07-08,934.65,7,F006,Laptop,Michael
Home Appliances,2023-02-12,691.43,5,K011,Headphones,Emily
Electronics,2023-03-01,815.53,9,E005,Action Figure,Emily
Clothing,2020-06-19,760.7,8,M013,Vacuum Cleaner,Emily
Electronics,2022-11-05,631.43,10,D004,Novel,John
Books,2022-06-02,701.8,1,B002,T-shirt,Olivia
Home Appliances,2023-01-23,792.14,8,C003,Refrigerator,Jane
Home Appliances,2022-08-17,365.79,2,F006,Laptop,John
Books,2020-08-11,621.87,10,A001,Smartphone,Sarah
Toys,2021-07-03,283.78,1,D004,Novel,Alex
Home Appliances,2020-08-16,458.53,8,C003,Refrigerator,Alex
Books,2021-01-25,383.13,7,E005,Action Figure,Michael
Clothing,2021-06-12,852.56,4,O015,Puzzle,David
Electronics,2020-11-21,773.61,3,M013,Vacuum Cleaner,John
Toys,2021-05-23,538.58,2,F006,Laptop,Sarah
Clothing,2021-11-14,207.67,7,B002,T-shirt,Jane
Books,2020-09-12,551.58,9,O015,Puzzle,Alex
Toys,2021-09-04,175.37,4,D004,Novel,Jane
Books,2022-08-24,136.1,7,O015,Puzzle,Alex
Books,2020-09-19,545.49,10,J010,Board Game,David
Clothing,2023-02-25,951.12,2,J010,Board Game,Daniel
Home Appliances,2022-07-31,382.56,2,A001,Smartphone,Alex
Electronics,2021-03-19,894.61,4,C003,Refrigerator,Andrew
Electronics,2021-01-31,566.66,1,G007,Jeans,Emily
Home Appliances,2021-12-17,839.41,1,O015,Puzzle,Olivia
Toys,2022-07-07,268.34,4,B002,T-shirt,Olivia
Toys,2023-04-03,308.86,3,J010,Board Game,Sarah
Books,2021-06-13,739.55,2,H008,Microwave,Andrew
Books,2022-11-29,410.3,2,G007,Jeans,Sarah
Home Appliances,2022-08-02,923.76,2,A001,Smartphone,Olivia
Electronics,2021-04-26,408.68,1,N014,Art Book,Daniel
Home Appliances,2022-04-26,955.19,6,C003,Refrigerator,Jane
Electronics,2022-08-16,456.94,1,C003,Refrigerator,Sarah
Home Appliances,2022-08-18,769.36,10,E005,Action Figure,John
Home Appliances,2022-12-27,237.85,5,O015,Puzzle,Sarah
Books,2020-06-11,867.74,5,I009,Cookbook,John
Electronics,2021-11-25,721.19,5,A001,Smartphone,Sarah
Home Appliances,2023-05-17,291.76,7,I009,Cookbook,Daniel
Electronics,2021-05-30,337.67,4,M013,Vacuum Cleaner,Olivia
Electronics,2020-11-20,667.16,3,K011,Headphones,Jane
Clothing,2021-03-30,829.58,8,B002,T-shirt,Jane
Electronics,2021-06-29,754.28,8,L012,Dress,Olivia
Books,2021-01-12,562.57,5,E005,Action Figure,Olivia
Home Appliances,2020-06-27,772.54,7,D004,Novel,Jane
Books,2023-03-07,294.65,8,O015,Puzzle,Emily
Electronics,2022-10-14,591.59,4,A001,Smartphone,David
Books,2020-10-29,458.97,7,D004,Novel,John
Home Appliances,2021-11-04,162.81,2,J010,Board Game,Michael
Toys,2023-01-08,269.58,7,M013,Vacuum Cleaner,Sarah
Home Appliances,2022-02-22,406.84,7,D004,Novel,Michael
Home Appliances,2022-11-25,697.2,4,C003,Refrigerator,Sarah
Home Appliances,2020-07-08,942.03,1,N014,Art Book,Michael
Electronics,2020-06-12,624.18,2,C003,Refrigerator,Alex
Clothing,2022-10-07,920.18,9,H008,Microwave,Emily
Electronics,2022-07-31,284.57,1,B002,T-shirt,Olivia
Electronics,2021-04-13,624.36,7,B002,T-shirt,Alex
Clothing,2021-05-20,620.19,9,E005,Action Figure,David
Clothing,2020-08-23,654.52,8,C003,Refrigerator,Jane
Books,2022-08-14,941.68,3,N014,Art Book,John
Home Appliances,2020-12-20,281.84,6,F006,Laptop,Michael
Clothing,2022-02-25,503.17,5,F006,Laptop,Daniel
Clothing,2022-01-18,213.53,3,M013,Vacuum Cleaner,Olivia
Electronics,2020-08-19,175.43,9,G007,Jeans,Emily
Home Appliances,2020-07-12,311.07,7,L012,Dress,Jane
Toys,2021-12-24,559.91,10,H008,Microwave,Sarah
Clothing,2022-10-13,353.54,2,M013,Vacuum Cleaner,Sarah
Home Appliances,2022-06-07,741.98,9,N014,Art Book,Alex
Toys,2022-09-25,390.02,9,I009,Cookbook,Andrew
Toys,2020-06-03,724.76,1,J010,Board Game,Emily
Electronics,2020-08-10,258.55,4,E005,Action Figure,Olivia
Books,2020-10-09,998.48,9,H008,Microwave,Alex
Clothing,2020-09-13,224.1,10,N014,Art Book,Jane
Clothing,2021-02-08,123.42,5,K011,Headphones,Alex
Clothing,2020-07-26,484.98,9,A001,Smartphone,Olivia
Clothing,2022-11-01,362.07,6,M013,Vacuum Cleaner,Emily
Clothing,2021-12-19,264.73,4,J010,Board Game,Andrew
Electronics,2022-03-29,527.67,1,C003,Refrigerator,Michael
Toys,2022-01-26,188.48,7,O015,Puzzle,David
Home Appliances,2022-03-03,781.37,1,E005,Action Figure,John
Books,2022-03-16,316.71,1,G007,Jeans,Alex
Home Appliances,2021-05-02,560.78,10,N014,Art Book,Sarah
Toys,2022-09-15,985.51,6,K011,Headphones,Michael
Toys,2021-01-14,125.36,5,O015,Puzzle,Emily
Books,2022-11-09,661.33,4,B002,T-shirt,Jane
Electronics,2023-01-18,668.83,2,B002,T-shirt,Alex
Clothing,2022-03-12,271.31,7,D004,Novel,Olivia
Electronics,2022-11-12,859.24,5,B002,T-shirt,Alex
Books,2022-10-08,296.77,8,K011,Headphones,Jane
Toys,2022-03-09,807.43,5,D004,Novel,Andrew
Electronics,2022-01-05,746.34,2,F006,Laptop,Michael
Home Appliances,2022-12-02,651.69,2,K011,Headphones,Michael
Books,2023-03-29,969.99,2,E005,Action Figure,Andrew
Electronics,2022-03-23,935.2,1,C003,Refrigerator,John
Toys,2021-11-12,504.88,4,C003,Refrigerator,Jane
Clothing,2022-09-21,624.34,1,C003,Refrigerator,Jane
Books,2022-02-11,429.54,8,F006,Laptop,Alex
Home Appliances,2020-09-30,844.13,7,C003,Refrigerator,Sarah
Toys,2022-01-06,327.61,10,H008,Microwave,Daniel
Home Appliances,2021-10-27,349.26,5,C003,Refrigerator,Andrew
Clothing,2023-04-04,486.99,4,J010,Board Game,Olivia
Clothing,2022-04-27,129.22,10,B002,T-shirt,John
Toys,2023-04-18,811.57,2,I009,Cookbook,Emily
Home Appliances,2021-10-10,921.45,3,K011,Headphones,Emily
Electronics,2021-07-16,479.01,4,O015,Puzzle,Sarah
Electronics,2022-01-05,707.16,7,A001,Smartphone,Michael
Toys,2021-10-10,858.35,3,A001,Smartphone,Alex
Books,2022-08-02,574.5,10,N014,Art Book,Alex
Electronics,2020-08-10,309.75,10,A001,Smartphone,Olivia
Books,2020-10-25,634.76,4,F006,Laptop,David
Toys,2021-08-18,938.08,8,E005,Action Figure,Andrew
Electronics,2023-04-06,115.49,9,H008,Microwave,Olivia
Clothing,2022-05-18,187.68,10,C003,Refrigerator,Alex
Books,2023-01-09,592.27,7,N014,Art Book,Daniel
Toys,2022-08-22,765.8,10,I009,Cookbook,David
Books,2021-08-12,713.88,1,D004,Novel,Sarah
Books,2021-07-25,668.65,5,B002,T-shirt,Emily
Electronics,2020-08-30,518.4,4,C003,Refrigerator,Alex
Electronics,2021-02-27,718.22,1,I009,Cookbook,Jane
Books,2021-05-04,258.64,1,I009,Cookbook,Alex
Home Appliances,2023-04-30,582.87,4,L012,Dress,Sarah
Clothing,2022-07-27,342.26,7,D004,Novel,Emily
Books,2022-10-05,672.56,1,I009,Cookbook,Jane
Toys,2022-07-04,682.46,2,I009,Cookbook,Sarah
Books,2020-10-27,921.22,3,E005,Action Figure,Alex
Toys,2021-11-15,897.79,7,B002,T-shirt,Michael
Books,2021-08-17,323.52,5,I009,Cookbook,Olivia
Home Appliances,2023-05-19,308.91,2,L012,Dress,John
Toys,2020-10-18,103.85,7,N014,Art Book,David
Home Appliances,2022-05-18,532.49,1,K011,Headphones,Daniel
Toys,2020-07-01,641.19,6,I009,Cookbook,Emily
Books,2023-02-03,190.49,3,H008,Microwave,David
Home Appliances,2020-11-11,847.2,2,A001,Smartphone,Jane
Electronics,2020-10-10,680.96,10,E005,Action Figure,John
Electronics,2021-05-17,106.42,4,M013,Vacuum Cleaner,Andrew
Toys,2023-05-15,351.87,8,O015,Puzzle,Alex
Toys,2023-01-31,146.0,3,L012,Dress,Sarah
Toys,2021-06-06,523.76,6,G007,Jeans,Sarah
Toys,2020-07-17,781.16,6,F006,Laptop,Alex
Clothing,2021-03-22,330.56,2,M013,Vacuum Cleaner,David
Electronics,2021-12-08,161.39,6,M013,Vacuum Cleaner,Andrew
Clothing,2022-03-04,358.11,9,N014,Art Book,Emily
Electronics,2023-01-09,426.41,5,H008,Microwave,Jane
Home Appliances,2022-11-05,932.18,1,N014,Art Book,Sarah
Toys,2020-12-25,999.87,6,F006,Laptop,John
Toys,2021-04-29,997.0,4,E005,Action Figure,Andrew
Toys,2020-12-06,515.94,10,G007,Jeans,Alex
Toys,2023-03-05,687.53,1,O015,Puzzle,Sarah
Toys,2023-01-02,394.55,2,J010,Board Game,John
Clothing,2022-03-18,259.77,10,I009,Cookbook,Daniel
Toys,2020-08-29,769.38,3,O015,Puzzle,Olivia
Toys,2022-04-27,427.85,8,E005,Action Figure,John
Home Appliances,2021-08-04,837.36,1,E005,Action Figure,John
Clothing,2023-04-01,181.97,10,I009,Cookbook,Jane
Electronics,2021-03-22,586.66,6,K011,Headphones,Sarah
Books,2021-09-23,329.23,10,B002,T-shirt,Daniel
Home Appliances,2021-04-03,572.58,3,F006,Laptop,Daniel
Books,2020-07-21,786.36,1,K011,Headphones,Emily
Clothing,2020-11-11,847.74,4,K011,Headphones,Jane
Home Appliances,2021-01-09,216.25,5,L012,Dress,Andrew
Books,2020-06-07,302.06,9,I009,Cookbook,David
Electronics,2021-09-16,793.28,5,L012,Dress,Sarah
Toys,2022-10-09,790.63,1,G007,Jeans,Andrew
Home Appliances,2022-05-12,555.0,1,B002,T-shirt,Daniel
Toys,2023-01-18,720.66,6,H008,Microwave,David
Books,2021-01-05,613.95,7,F006,Laptop,Sarah
Electronics,2021-12-29,543.34,9,J010,Board Game,John
Electronics,2021-11-11,506.85,10,E005,Action Figure,Michael
Home Appliances,2023-04-08,165.61,7,H008,Microwave,Olivia
Clothing,2023-02-23,793.76,1,K011,Headphones,Andrew
Toys,2022-03-08,857.22,4,I009,Cookbook,Michael
Books,2022-11-13,917.69,5,D004,Novel,Sarah
Home Appliances,2022-04-29,464.75,9,E005,Action Figure,Daniel
Clothing,2021-01-20,500.73,9,L012,Dress,Daniel
Electronics,2021-10-23,131.57,7,A001,Smartphone,Michael
Books,2021-10-23,199.82,6,E005,Action Figure,David
Clothing,2020-07-26,985.28,1,K011,Headphones,John
Home Appliances,2022-04-30,499.89,2,M013,Vacuum Cleaner,Jane
Books,2021-10-25,877.18,4,I009,Cookbook,Olivia
Home Appliances,2023-03-19,649.11,1,L012,Dress,David
Home Appliances,2022-06-22,633.02,3,N014,Art Book,John
Home Appliances,2022-07-07,629.67,1,B002,T-shirt,Emily
Books,2022-05-21,611.13,3,M013,Vacuum Cleaner,Alex
Home Appliances,2020-11-19,270.47,8,G007,Jeans,Alex
Home Appliances,2022-10-29,110.32,1,L012,Dress,Andrew
Toys,2021-06-27,760.97,3,I009,Cookbook,Jane
Toys,2020-07-06,529.31,9,M013,Vacuum Cleaner,John
Toys,2023-05-03,558.19,3,K011,Headphones,Sarah
Electronics,2022-01-20,115.31,9,O015,Puzzle,Jane
Home Appliances,2020-08-27,997.76,7,K011,Headphones,Andrew
Books,2021-10-12,753.08,2,D004,Novel,John
Electronics,2021-07-31,782.48,7,K011,Headphones,John
Electronics,2023-01-05,179.93,2,J010,Board Game,Michael
Books,2022-06-19,527.08,8,E005,Action Figure,John
Electronics,2020-06-18,241.35,1,H008,Microwave,Alex
Books,2021-12-04,872.26,7,O015,Puzzle,John
Electronics,2021-12-20,489.12,1,G007,Jeans,Emily
Electronics,2020-08-06,126.57,7,O015,Puzzle,Alex
Toys,2022-07-10,188.88,8,D004,Novel,Olivia
Clothing,2023-03-23,643.52,4,A001,Smartphone,John
Clothing,2020-09-19,351.86,4,F006,Laptop,Michael
Electronics,2023-03-05,461.82,8,B002,T-shirt,John
Home Appliances,2021-12-24,980.69,2,H008,Microwave,Emily
Clothing,2020-10-21,749.77,9,H008,Microwave,Olivia
Electronics,2022-05-10,817.45,6,O015,Puzzle,Emily
Clothing,2022-06-07,401.67,3,I009,Cookbook,Michael
Clothing,2020-10-14,244.84,1,I009,Cookbook,Michael
Home Appliances,2021-06-14,814.59,9,F006,Laptop,Alex
Toys,2021-10-13,850.66,7,C003,Refrigerator,John
Clothing,2022-03-03,118.68,8,A001,Smartphone,John
Clothing,2021-11-21,664.02,8,O015,Puzzle,Jane
Electronics,2020-06-13,183.99,2,C003,Refrigerator,Andrew
Books,2022-02-03,525.94,9,K011,Headphones,Andrew
Books,2021-11-29,342.6,1,E005,Action Figure,Michael
Electronics,2022-09-10,421.25,1,I009,Cookbook,David
Home Appliances,2022-07-10,100.99,10,L012,Dress,Michael
Clothing,2020-11-02,365.32,10,I009,Cookbook,Michael
Electronics,2021-05-04,380.02,1,H008,Microwave,Andrew
Toys,2021-07-09,988.84,9,F006,Laptop,David
Clothing,2022-05-10,724.77,8,C003,Refrigerator,Sarah
Home Appliances,2021-05-30,857.44,8,A001,Smartphone,Alex
Clothing,2020-09-28,862.2,4,D004,Novel,Jane
Home Appliances,2021-05-07,992.79,5,I009,Cookbook,Jane
Electronics,2022-09-19,674.03,10,K011,Headphones,David
Toys,2021-04-11,774.12,10,D004,Novel,Emily
Clothing,2022-11-10,255.06,5,J010,Board Game,Sarah
Books,2023-01-14,374.48,1,H008,Microwave,John
Electronics,2020-10-23,957.01,8,C003,Refrigerator,Daniel
Clothing,2022-10-01,482.03,10,C003,Refrigerator,David
Toys,2020-06-10,905.44,2,D004,Novel,Alex
Toys,2023-02-28,500.17,2,H008,Microwave,Alex
Toys,2021-02-10,258.37,2,B002,T-shirt,David
Toys,2021-03-26,447.6,8,B002,T-shirt,Michael
Electronics,2022-02-07,746.94,1,A001,Smartphone,Olivia
Electronics,2020-10-22,574.41,4,O015,Puzzle,Olivia
Electronics,2022-08-25,902.44,2,E005,Action Figure,John
Books,2020-08-18,245.52,7,A001,Smartphone,David
Electronics,2021-03-02,619.23,1,C003,Refrigerator,Andrew
Toys,2023-03-02,790.69,1,A001,Smartphone,Emily
Home Appliances,2022-08-24,795.47,6,C003,Refrigerator,Jane
Books,2023-03-31,443.42,1,O015,Puzzle,Alex
Clothing,2021-04-03,300.2,2,J010,Board Game,Alex
Clothing,2020-10-05,275.6,3,E005,Action Figure,Andrew
Toys,2020-10-04,169.04,1,M013,Vacuum Cleaner,Sarah
Home Appliances,2022-09-02,238.29,1,J010,Board Game,Michael
Electronics,2020-08-31,447.5,2,J010,Board Game,Michael
Home Appliances,2023-01-06,942.71,3,O015,Puzzle,David
Toys,2022-07-25,424.36,7,B002,T-shirt,John
Home Appliances,2021-02-17,946.27,3,C003,Refrigerator,Emily
Books,2020-09-19,156.92,6,D004,Novel,Daniel
Home Appliances,2020-12-04,330.1,6,F006,Laptop,David
Home Appliances,2022-02-17,199.72,2,O015,Puzzle,Alex
Clothing,2021-03-22,586.98,10,O015,Puzzle,Jane
Toys,2022-01-25,136.22,9,N014,Art Book,Alex
Clothing,2022-12-23,693.99,8,F006,Laptop,Daniel
Home Appliances,2021-11-17,999.32,10,E005,Action Figure,Alex
Toys,2022-04-15,737.77,7,D004,Novel,John
Home Appliances,2023-01-06,530.44,10,J010,Board Game,Andrew
Clothing,2022-11-19,462.03,5,B002,T-shirt,Jane
Toys,2021-10-29,524.0,6,D004,Novel,Olivia
Electronics,2021-04-14,995.41,8,O015,Puzzle,Michael
Books,2022-04-22,808.23,9,B002,T-shirt,David
Electronics,2020-12-21,340.95,2,I009,Cookbook,Alex
Books,2021-02-28,103.17,8,D004,Novel,Jane
Books,2021-02-12,570.27,9,M013,Vacuum Cleaner,Sarah
Home Appliances,2021-08-25,825.29,1,G007,Jeans,Daniel
Electronics,2020-07-09,992.63,10,N014,Art Book,Sarah
Electronics,2022-12-12,887.74,1,C003,Refrigerator,David
Clothing,2022-12-19,420.17,8,L012,Dress,Emily
Books,2021-09-02,961.87,5,L012,Dress,Sarah
Electronics,2022-07-11,583.24,6,D004,Novel,Emily
Electronics,2022-07-28,930.39,1,D004,Novel,Olivia
Home Appliances,2021-10-06,485.55,6,B002,T-shirt,Jane
Toys,2023-04-10,480.36,8,C003,Refrigerator,Emily
Books,2021-03-10,704.62,8,M013,Vacuum Cleaner,David
Clothing,2020-07-23,461.11,3,C003,Refrigerator,John
Books,2023-01-25,384.3,2,A001,Smartphone,Michael
Clothing,2021-01-11,154.6,8,C003,Refrigerator,Emily
Electronics,2022-10-24,859.1,8,E005,Action Figure,David
Books,2022-11-30,115.64,8,L012,Dress,Michael
Books,2021-11-30,528.09,4,I009,Cookbook,John
Clothing,2023-03-23,307.39,10,K011,Headphones,John
Clothing,2021-02-19,157.06,1,N014,Art Book,Sarah
Books,2020-06-03,419.61,2,L012,Dress,Andrew
Electronics,2021-06-17,420.48,1,N014,Art Book,Sarah
Clothing,2022-08-14,825.74,9,B002,T-shirt,Emily
Electronics,2021-07-02,959.37,5,M013,Vacuum Cleaner,David
Books,2020-10-17,944.42,1,K011,Headphones,Olivia
Electronics,2022-05-26,994.83,7,A001,Smartphone,Jane
Toys,2020-07-08,726.82,5,J010,Board Game,Alex
Electronics,2022-09-16,261.49,3,E005,Action Figure,Andrew
Electronics,2020-08-31,825.54,6,B002,T-shirt,Jane
Electronics,2022-06-17,180.66,10,K011,Headphones,Daniel
Toys,2021-12-30,235.75,8,K011,Headphones,Sarah
Books,2023-02-14,828.96,6,J010,Board Game,Daniel
Toys,2021-08-29,819.86,6,F006,Laptop,Sarah
Clothing,2022-03-17,537.74,4,A001,Smartphone,Michael
Electronics,2022-12-01,959.73,10,N014,Art Book,Michael
Electronics,2022-06-07,795.85,4,B002,T-shirt,Daniel
Toys,2023-04-30,858.75,9,K011,Headphones,Emily
Home Appliances,2021-12-26,318.94,5,N014,Art Book,Michael
Home Appliances,2021-06-15,934.65,8,F006,Laptop,Emily
Home Appliances,2022-11-19,771.22,7,O015,Puzzle,Andrew
