ASX_Code,Company,Headline,Date,Summary,PDF_Link
USL,UNICO SILVER LIMITED,High-Grade Assays from Breccia Puntudo,2026-03-12,High-Grade Assays from Breccia Puntudo First drilling confirms shallow oxide mineralisation at Breccia Puntudo while deeper drilling at La Negra SE extends mineralisation beyond the current resource ahead of upcoming JORC Mineral Resource update.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067358-3A689279?access_token=83ff96335c2d45a094df02a206a39ff4
TSK,TUSKER MINERALS LTD,New High-Grade Residual Rutile Discovery at Mzimba Malawi,2026-03-12,New High-Grade Residual Rutile Discovery at Mzimba in Northern Malawi • High-Grade titanium mineralisation identified across Tusker’s Mzimba licences in northern Malawi from initial reconnaissance sampling. • Peak assay of 1.88% TiO returned from soil and rock-chip samples.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067267-6A1315937?access_token=83ff96335c2d45a094df02a206a39ff4
SHN,SUNSHINE METALS LIMITED,Drilling Commences at High-Grade Liontown Gold Panel,2026-03-12,"Sunshine Metals Limited ASX: SHN U26,31-45 Eyre St info@shnmetals.com.au North Ward, Qld 4810 shnmetals.com.au Resource Definition Drilling Commences at High-Grade Liontown Gold Panel • Resource definition drilling (41 holes for 2,777m) commenced at the Liontown Gold Panel (“Au",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067344-6A1315962?access_token=83ff96335c2d45a094df02a206a39ff4
MC2,MARIMACA COPPER CORP.,Marimaca Reports Further High-Grade Copper & Silver Ints.,2026-03-12,"Marimaca Reports Further High-Grade Copper and Silver Intersections more than 600m from Pampa Medina West Step-Out Drilling Vancouver, British Columbia, March 11th, 2026 – Marimaca Copper Corp.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067250-6A1315921?access_token=83ff96335c2d45a094df02a206a39ff4
VRL,VERITY RESOURCES LIMITED,5.41g/t Au at Waihi - Resource Upgrade on Track,2026-03-12,"~11,000m Drill Campaign Delivers Exceptional Grade Continuity – Up to 5.41g/t Au at Waihi – Resource Confidence Upgrade Pathway • ~11,000m two-phase drill campaign now substantially complete across Korong (139koz) and Waihi (15koz) deposits, adjacent and along strike of Genesis Minerals Limited (ASX",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067410-6A1315985?access_token=83ff96335c2d45a094df02a206a39ff4
RMX,RED MOUNTAIN MINING LIMITED,STRONG ASSAYS EXTEND HIGH-GRADE ANTIMONY MINERALISATION,2026-03-12,• Red Mountain has confirmed the presence of multiple drill-ready Antimony targets at the Oaky Creek Prospect following the second batch of analytical results from its comprehensive auger soil sampling program at the Armidale Antimony-Gold Project • Newly discovered stibnite vein rock samples return,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067260-6A1315930?access_token=83ff96335c2d45a094df02a206a39ff4
AGI,AINSWORTH GAME TECHNOLOGY LIMITED,Proportional Takeover Announcement,2026-03-11,"Ainsworth Game Technology Limited c/- Jonathan Algar and Jonathan Slater Sydney, NSW 2000 Market Announcements Office Sydney NSW 2000 By email: jalgar@claytonutz.com and jslater@claytonutz.com",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066997-2A1659615?access_token=83ff96335c2d45a094df02a206a39ff4
MRD,MOUNT RIDLEY MINES LIMITED,Mount Ridley Strengthens Board and  Leadership Team,2026-03-11,"Mount Ridley Strengthens Board and Leadership Team Mr David Wall appointed Non-Executive Chairman • David Wall appointed Non-Executive Chairman, bringing strong capital markets and corporate strategy experience across the resources sector • Allister Caird appointed Managing Director and CEO, reflect",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066922-6A1315783?access_token=83ff96335c2d45a094df02a206a39ff4
ODY,ODYSSEY GOLD LTD,Assay Results of Metallurgical Drillholes,2026-03-11,Assay Results of Metallurgical Drillholes Odyssey Gold Limited (ASX:ODY) (“Odyssey” or “Company”) is pleased to advise assay results from a metallurgical drilling program at the Company’s Tuckanarra Gold Project (“Tuckanarra” or “Project”) in the Murchison Region of Western Australia.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066880-6A1315771?access_token=83ff96335c2d45a094df02a206a39ff4
BLZ,BLAZE MINERALS LIMITED,Acquisition of Botswana Copper Projects,2026-03-11,"Acquisition of Botswana Copper Projects Blaze Minerals Limited (ASX: BLZ) (“Blaze” or the “Company”) is pleased to announce it has entered into a binding agreement to acquire up to a 90% interest in three exploration projects (Projects) in Botswana, highly prospective for base and precious minerals.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066910-6A1315780?access_token=83ff96335c2d45a094df02a206a39ff4
RR1,REACH RESOURCES LIMITED,High-Grade Rock Chip Assays Highlight Prospectivity,2026-03-11,"• High grade gold rock chip assays outside the current MRE, strengthen the case for further resource expansion • Assays up to 31 g/t Au align with the Primrose Shear at the Jacamar and Shamrock deposits • Assays highlight several standout anomalous areas supporting potential expansion of the Murchis",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066864-6A1315758?access_token=83ff96335c2d45a094df02a206a39ff4
ABR,ALBRIGHT METALS LTD,Vail Road High-Grade Gold Results at Golden Pike Project,2026-03-11,"Vail Road High-Grade Gold Results at Golden Pike Project  Second batch of assays received for 2025 drilling at Vail Road Gold Deposit, including best down hole intercepts of: o VR-25-75 – 5.0m at 3.90 g/t Au from 56.0m including: 1.0m at 17.20 g/t Au from 57.0m",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066847-6A1315751?access_token=83ff96335c2d45a094df02a206a39ff4
ABX,ABX GROUP LIMITED,ABx a Partner in Awarded R&D Programs,2026-03-11,ABx a Partner in two Awarded Australian Government Critical Minerals R&D Programs Engage with this announcement on our interactive Investor Hub ABx is a partner in the successful bid for the $240m Critical Metals for Critical Industries Cooperative Research Centre ABx is a partner in the successful ,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066797-2A1659512?access_token=83ff96335c2d45a094df02a206a39ff4
AUV,AURAVELLE METALS LIMITED,High-Grade Broad Gold Intercepts Confirm and Extend Sheoak,2026-03-11,"High-Grade Gold and Broad Intercepts Confirm and Extend Sheoak  Very high gold grades up to 20g/t Au in one metre resampling of four metre composites from the November 2025 RC drilling at the Sheoak Prospect, within the Nuckulla Hill Gold Project in South Australia  The resampling results have als",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066808-6A1315740?access_token=83ff96335c2d45a094df02a206a39ff4
MM8,MEDALLION METALS LIMITED.,High-Grade Gold at Lounge Lizard,2026-03-11,"High-Grade Gold Confirmed at Lounge Lizard, Forrestania Gold Project Medallion Metals Limited (ASX: MM8) (Medallion or the Company) is pleased to report validated historical drilling results from the Lounge Lizard gold deposit within the recently acquired Forrestania Gold Project (FGP) in Western Au",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066846-6A1315748?access_token=83ff96335c2d45a094df02a206a39ff4
CZN,CORAZON MINING LIMITED,Drill contract awarded for Two Pools maiden drill program,2026-03-11,P +61 8 6166 6361 E info@corazon.com.au Drill Contract Executed and Two Pools Maiden Drill Program Finalised ● Corazon has executed a drilling contract with K-Drill to complete the initial phase of diamond drilling at their 100% owned Two Pools Gold project in WA.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066743-6A1315720?access_token=83ff96335c2d45a094df02a206a39ff4
GMN,GOLD MOUNTAIN LIMITED,Consistent High-grade REEs at Capivara,2026-03-11,"Gold Mountain Limited Gold Mountain Limited (ASX:GMN) GMN Reports Consistent High-Grade Rare Earth 24/589 Stirling Highway Cottesloe WA 6011 Mineralisation at Capivara Prospect, Down Under Project, Brazil",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066825-2A1659537?access_token=83ff96335c2d45a094df02a206a39ff4
AM5,ANTARES METALS LIMITED,High-Grade Uranium Intersected at the Queens Gift Project,2026-03-11,High-Grade Uranium Intersected at the Queens Gift Uranium Project.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066741-6A1315718?access_token=83ff96335c2d45a094df02a206a39ff4
BHL,BLACK HORSE MINING LIMITED,High-Grade Gold Confirmed at Mt Egerton Gold Project,2026-03-11,"High-Grade Gold Confirmed in Maiden Drill Programme at Mt Egerton Gold Project • First drill results show high-grade, near-surface gold in hole 26MEDD005 up to 17g/t • Mineralised spur vein zones confirmed • Historic shaft location accuracy significantly increased • Phase two drill programme to targ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066746-6A1315723?access_token=83ff96335c2d45a094df02a206a39ff4
SKY,SKY METALS LIMITED,New High-Grade Drilling and Rock-Chip Results at Tallebung,2026-03-11,"• Further outstanding shallow, high‑grade tin-tungsten-silver intercepts delivered from the ongoing multi‑rig drilling campaign at the Tallebung Tin Project (NSW), including: TBRC317: 8m @ 1.18% tin & 0.25% tungsten from 41m, including: - 3m @ 2.88% tin & 0.45% tungsten from 42m TBRC296: 46m @ 0.26%",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066777-2A1659497?access_token=83ff96335c2d45a094df02a206a39ff4
SGQ,ST GEORGE MINING LIMITED,More High-Grade Niobium and Rare Earths From Surface,2026-03-11,"Thick mineralised intervals from surface with very high grades up to 24% TREO and 5% Nb₂O₅ • Latest batch of assays for a further 16 diamond drill holes confirm multiple intercepts of thick, high-grade mineralisation from surface including1: ▪ 101m @ 4.72% TREO and 0.65% Nb₂O₅ from surface in AXDD06",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066857-6A1315757?access_token=83ff96335c2d45a094df02a206a39ff4
MFD,MAYFIELD CHILDCARE LIMITED,Close of Embark Early Education Limited Takeover,2026-03-10,ASX Market Release Close of Embark Early Education Limited Takeover Mayfield Childcare Limited (ASX:MFD) (Company or Mayfield) refers to recent announcements regarding the off-market takeover offer made by Embark Early Education Limited (ASX: EVO) (Embark) to acquire all of the fully paid ordinary s,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066700-3A689166?access_token=83ff96335c2d45a094df02a206a39ff4
AMX,AEROMETREX LIMITED,AMX Secures Significant Government Contract Wins,2026-03-10,"Aerometrex Secures Significant Government Contract Wins, Strengthening Growth Outlook Aerometrex Limited (ASX: AMX, ‘Aerometrex’ or ‘the Company’) is pleased to announce that it has secured a series of new government contracts across federal, state and local departments during FY26.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066407-2A1659283?access_token=83ff96335c2d45a094df02a206a39ff4
IR1,IRIS METALS LIMITED,IR1 executes Farm-In for High-Grade Finley Basin Tungsten,2026-03-10,"IRIS executes Farm-In for High-Grade Finley Basin Tungsten Project, Montana • IRIS Metals has executed a definitive farm-in agreement, granting IRIS the right to earn a shareholding in Finley Mining Inc., the owner of the high-grade Finley Basin Tungsten Project in Granite County, Montana, USA, foll",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066423-3A689101?access_token=83ff96335c2d45a094df02a206a39ff4
CC9,CHARIOT RESOURCES LTD,Nigerian Government Approves Transfer of 6 Lithium Licences,2026-03-10,"• The Federal Republic of Nigeria’s Mining Cadastre Office has approved the transfer of six (6) licenses, including four exploration licences and two small scale mining licenses, from Continental to C&C Minerals, a joint venture company which was recently formed by Chariot and Continental.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066385-6A1315558?access_token=83ff96335c2d45a094df02a206a39ff4
OZM,OZAURUM RESOURCES LIMITED,Environmental Mining Approval Received for Stage 1,2026-03-10,"Environmental Mining Approval Received for Stage 1 OzAurum Resources Ltd (ASX: OZM or OzAurum or the Company) is pleased to announce it has received Environmental Approval under the Small Mining Operation Policy from the Western Australian Department of Mines, Petroleum and Exploration (DMPE) for St",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066375-6A1315550?access_token=83ff96335c2d45a094df02a206a39ff4
LEL,LITHIUM ENERGY LIMITED,Initial Assay Results from Burke - Mt Dromedary Graphite,2026-03-10,"Receipt of Initial Assay Results from Resource Upgrade Drilling Program at Burke-Mt Dromedary Graphite Deposits ➢ Assay results from the first 7 RC holes show significant, high grade graphite intercepts including (true • 24RCDH02: 32m @ 15.3% TGC from 46m ▪ Including 10m @ 20.6% TGC from 61m • 24RCD",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066695-6A1315695?access_token=83ff96335c2d45a094df02a206a39ff4
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,MAIDEN DRILLING DELIVERS HIGH-GRADE ANTIMONY DISCOVERY,2026-03-10,"• Discovery of shallow high-grade antimony at the Antimony Canyon Project (Utah, USA) from the first drilling completed at the Little Emma Prospect on the company’s 100%-owned patented claims.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066387-6A1315549?access_token=83ff96335c2d45a094df02a206a39ff4
MBK,METAL BANK LIMITED,Outstanding Gold Recovery Results for Seven Leaders,2026-03-10,"Outstanding Gold Recovery Results for Seven Leaders Whiteheads Gold Project, Kalgoorlie  Single pass Falcon gravity gold recovery of 72.5%  Intensive leaching recovered >99% of gold  Bottle roll leaching recovered 92.6% of gold from the Falcon (gravity) tails  Test work indicates a high nugget e",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066341-3A689088?access_token=83ff96335c2d45a094df02a206a39ff4
GA8,GOLDARC RESOURCES LIMITED,High Grade 1m Assays Confirm New Blind Gold Discoveries,2026-03-10,"High-Grade 1m Assays Confirm New Blind Gold Discoveries at Leonora • Maiden Aircore (AC) drilling has successfully identified new gold mineralised systems under cover at the Whistler Prospect (E40/415) within the Leonora South • Drilling identified multiple mineralised zones, with the easternmost zo",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066244-6A1315500?access_token=83ff96335c2d45a094df02a206a39ff4
FUN,FORTUNA METALS LTD,High Grade Rutile Cores Within Multiple Anomalies,2026-03-10,"High Grade Rutile Cores Within Multiple • First pass drilling continues to deliver exceptional rutile results • High grade rutile intercepts returned from 40 drillholes and 180 shallow 0-2m • Multiple high priority areas to be the focus of 200m x 200m resource drilling in Q2, 2026 to assist with res",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03066304-6A1315525?access_token=83ff96335c2d45a094df02a206a39ff4
